,candidates,jobs,data_seed,dqn_seed,batch_size,gamma,epsilon,epsilon_min,epsilon_decay,learning_rate,total_reward,data
948,100,10,1,1,32,0.99,1,0.001,0.985,0.0005,-186919.2,proportional_data
949,100,10,1,1,32,0.99,1,0.001,0.985,0.001,-165545.8,proportional_data
950,100,10,1,1,32,0.99,1,0.001,0.995,0.0005,-178214.09999999998,proportional_data
951,100,10,1,1,32,0.99,1,0.001,0.995,0.001,-177723.0,proportional_data
952,100,10,1,1,32,0.99,0.5,0.1,0.985,0.0005,-172361.90000000002,proportional_data
953,100,10,1,1,32,0.99,0.5,0.1,0.985,0.001,-206976.7,proportional_data
954,100,10,1,1,32,0.99,0.5,0.1,0.995,0.0005,-179358.0,proportional_data
955,100,10,1,1,32,0.99,0.5,0.1,0.995,0.001,-162229.5,proportional_data
956,100,10,1,1,32,0.99,0.5,0.001,0.985,0.0005,-162980.90000000002,proportional_data
957,100,10,1,1,32,0.99,0.5,0.001,0.985,0.001,-162980.90000000002,proportional_data
958,100,10,1,1,32,0.99,0.5,0.001,0.995,0.0005,-203913.09999999998,proportional_data
959,100,10,1,1,32,0.99,0.5,0.001,0.995,0.001,-187991.8,proportional_data
960,100,10,1,1,64,0.9,1,0.1,0.985,0.0005,-179968.8,proportional_data
961,100,10,1,1,64,0.9,1,0.1,0.985,0.001,-179178.40000000002,proportional_data
962,100,10,1,1,64,0.9,1,0.1,0.995,0.0005,-178633.2,proportional_data
963,100,10,1,1,64,0.9,1,0.1,0.995,0.001,-179178.40000000002,proportional_data
964,100,10,1,1,64,0.9,1,0.001,0.985,0.0005,-177526.59999999998,proportional_data
965,100,10,1,1,64,0.9,1,0.001,0.985,0.001,-177833.3,proportional_data
966,100,10,1,1,64,0.9,1,0.001,0.995,0.0005,-178598.8,proportional_data
967,100,10,1,1,64,0.9,1,0.001,0.995,0.001,-179178.40000000002,proportional_data
968,100,10,1,1,64,0.9,0.5,0.1,0.985,0.0005,-174417.09999999998,proportional_data
969,100,10,1,1,64,0.9,0.5,0.1,0.985,0.001,-178558.09999999998,proportional_data
970,100,10,1,1,64,0.9,0.5,0.1,0.995,0.0005,-178733.8,proportional_data
971,100,10,1,1,64,0.9,0.5,0.1,0.995,0.001,-178558.09999999998,proportional_data
972,100,10,1,1,64,0.9,0.5,0.001,0.985,0.0005,-163954.90000000002,proportional_data
973,100,10,1,1,64,0.9,0.5,0.001,0.985,0.001,-177688.59999999998,proportional_data
974,100,10,1,1,64,0.9,0.5,0.001,0.995,0.0005,-177688.59999999998,proportional_data
975,100,10,1,1,64,0.9,0.5,0.001,0.995,0.001,-178558.09999999998,proportional_data
976,100,10,1,1,64,0.95,1,0.1,0.985,0.0005,-165297.90000000002,proportional_data
977,100,10,1,1,64,0.95,1,0.1,0.985,0.001,-178413.4,proportional_data
978,100,10,1,1,64,0.95,1,0.1,0.995,0.0005,-179358.0,proportional_data
979,100,10,1,1,64,0.95,1,0.1,0.995,0.001,-163324.90000000002,proportional_data
980,100,10,1,1,64,0.95,1,0.001,0.985,0.0005,-168511.10000000003,proportional_data
981,100,10,1,1,64,0.95,1,0.001,0.985,0.001,-177933.90000000002,proportional_data
982,100,10,1,1,64,0.95,1,0.001,0.995,0.0005,-181563.09999999998,proportional_data
983,100,10,1,1,64,0.95,1,0.001,0.995,0.001,-181144.0,proportional_data
984,100,10,1,1,64,0.95,0.5,0.1,0.985,0.0005,-174797.4,proportional_data
985,100,10,1,1,64,0.95,0.5,0.1,0.985,0.001,-179178.40000000002,proportional_data
986,100,10,1,1,64,0.95,0.5,0.1,0.995,0.0005,-174342.5,proportional_data
987,100,10,1,1,64,0.95,0.5,0.1,0.995,0.001,-179144.0,proportional_data
988,100,10,1,1,64,0.95,0.5,0.001,0.985,0.0005,-166022.7,proportional_data
989,100,10,1,1,64,0.95,0.5,0.001,0.985,0.001,-178563.90000000002,proportional_data
990,100,10,1,1,64,0.95,0.5,0.001,0.995,0.0005,-295622.9,proportional_data
991,100,10,1,1,64,0.95,0.5,0.001,0.995,0.001,-177203.3,proportional_data
992,100,10,1,1,64,0.99,1,0.1,0.985,0.0005,-166022.7,proportional_data
993,100,10,1,1,64,0.99,1,0.1,0.985,0.001,-162980.90000000002,proportional_data
994,100,10,1,1,64,0.99,1,0.1,0.995,0.0005,-227748.90000000002,proportional_data
995,100,10,1,1,64,0.99,1,0.1,0.995,0.001,-188589.9,proportional_data
996,100,10,1,1,64,0.99,1,0.001,0.985,0.0005,-165534.0,proportional_data
997,100,10,1,1,64,0.99,1,0.001,0.985,0.001,-179839.09999999998,proportional_data
998,100,10,1,1,64,0.99,1,0.001,0.995,0.0005,-280192.1,proportional_data
999,100,10,1,1,64,0.99,1,0.001,0.995,0.001,-234294.5,proportional_data
1000,100,10,1,1,64,0.99,0.5,0.1,0.985,0.0005,-204784.3,proportional_data
1001,100,10,1,1,64,0.99,0.5,0.1,0.985,0.001,-177723.0,proportional_data
1002,100,10,1,1,64,0.99,0.5,0.1,0.995,0.0005,-227300.7,proportional_data
1003,100,10,1,1,64,0.99,0.5,0.1,0.995,0.001,-181144.0,proportional_data
1004,100,10,1,1,64,0.99,0.5,0.001,0.985,0.0005,-239556.0,proportional_data
1005,100,10,1,1,64,0.99,0.5,0.001,0.985,0.001,-177933.90000000002,proportional_data
1006,100,10,1,1,64,0.99,0.5,0.001,0.995,0.0005,-197685.09999999998,proportional_data
1007,100,10,1,1,64,0.99,0.5,0.001,0.995,0.001,-180328.59999999998,proportional_data
1008,100,20,1,1,16,0.9,1,0.1,0.985,0.0005,-567782.2,proportional_data
1009,100,20,1,1,16,0.9,1,0.1,0.985,0.001,-890175.2000000001,proportional_data
1010,100,20,1,1,16,0.9,1,0.1,0.995,0.0005,-549307.6,proportional_data
1011,100,20,1,1,16,0.9,1,0.1,0.995,0.001,-868610.3999999999,proportional_data
1012,100,20,1,1,16,0.9,1,0.001,0.985,0.0005,-548745.1,proportional_data
1013,100,20,1,1,16,0.9,1,0.001,0.985,0.001,-887860.2000000001,proportional_data
1014,100,20,1,1,16,0.9,1,0.001,0.995,0.0005,-544911.7,proportional_data
1015,100,20,1,1,16,0.9,1,0.001,0.995,0.001,-776730.1000000001,proportional_data
1016,100,20,1,1,16,0.9,0.5,0.1,0.985,0.0005,-548822.3,proportional_data
1017,100,20,1,1,16,0.9,0.5,0.1,0.985,0.001,-784299.5,proportional_data
1018,100,20,1,1,16,0.9,0.5,0.1,0.995,0.0005,-542023.2,proportional_data
1019,100,20,1,1,16,0.9,0.5,0.1,0.995,0.001,-737161.8,proportional_data
1020,100,20,1,1,16,0.9,0.5,0.001,0.985,0.0005,-569834.5,proportional_data
1021,100,20,1,1,16,0.9,0.5,0.001,0.985,0.001,-680287.7,proportional_data
1022,100,20,1,1,16,0.9,0.5,0.001,0.995,0.0005,-556293.2999999999,proportional_data
1023,100,20,1,1,16,0.9,0.5,0.001,0.995,0.001,-708786.8,proportional_data
1024,100,20,1,1,16,0.95,1,0.1,0.985,0.0005,-580685.1,proportional_data
1025,100,20,1,1,16,0.95,1,0.1,0.985,0.001,-699077.2000000001,proportional_data
1026,100,20,1,1,16,0.95,1,0.1,0.995,0.0005,-546221.9,proportional_data
1027,100,20,1,1,16,0.95,1,0.1,0.995,0.001,-729224.0,proportional_data
1028,100,20,1,1,16,0.95,1,0.001,0.985,0.0005,-615633.2,proportional_data
1029,100,20,1,1,16,0.95,1,0.001,0.985,0.001,-746080.1,proportional_data
1030,100,20,1,1,16,0.95,1,0.001,0.995,0.0005,-559382.7,proportional_data
1031,100,20,1,1,16,0.95,1,0.001,0.995,0.001,-838519.8999999999,proportional_data
1032,100,20,1,1,16,0.95,0.5,0.1,0.985,0.0005,-561133.3,proportional_data
1033,100,20,1,1,16,0.95,0.5,0.1,0.985,0.001,-741054.8,proportional_data
1034,100,20,1,1,16,0.95,0.5,0.1,0.995,0.0005,-548698.4,proportional_data
1035,100,20,1,1,16,0.95,0.5,0.1,0.995,0.001,-751684.5,proportional_data
1036,100,20,1,1,16,0.95,0.5,0.001,0.985,0.0005,-669202.8999999999,proportional_data
1037,100,20,1,1,16,0.95,0.5,0.001,0.985,0.001,-835814.1,proportional_data
1038,100,20,1,1,16,0.95,0.5,0.001,0.995,0.0005,-709050.9,proportional_data
1039,100,20,1,1,16,0.95,0.5,0.001,0.995,0.001,-784077.3999999999,proportional_data
1040,100,20,1,1,16,0.99,1,0.1,0.985,0.0005,-531116.1,proportional_data
1041,100,20,1,1,16,0.99,1,0.1,0.985,0.001,-836021.1,proportional_data
1042,100,20,1,1,16,0.99,1,0.1,0.995,0.0005,-580235.6000000001,proportional_data
1043,100,20,1,1,16,0.99,1,0.1,0.995,0.001,-660392.0,proportional_data
1044,100,20,1,1,16,0.99,1,0.001,0.985,0.0005,-552659.8,proportional_data
1045,100,20,1,1,16,0.99,1,0.001,0.985,0.001,-813360.7,proportional_data
1046,100,20,1,1,16,0.99,1,0.001,0.995,0.0005,-770715.6000000001,proportional_data
1047,100,20,1,1,16,0.99,1,0.001,0.995,0.001,-848771.6000000001,proportional_data
1048,100,20,1,1,16,0.99,0.5,0.1,0.985,0.0005,-560997.4,proportional_data
1049,100,20,1,1,16,0.99,0.5,0.1,0.985,0.001,-922731.0,proportional_data
1050,100,20,1,1,16,0.99,0.5,0.1,0.995,0.0005,-551607.7999999999,proportional_data
1051,100,20,1,1,16,0.99,0.5,0.1,0.995,0.001,-1067189.4,proportional_data
1052,100,20,1,1,16,0.99,0.5,0.001,0.985,0.0005,-725053.7,proportional_data
1053,100,20,1,1,16,0.99,0.5,0.001,0.985,0.001,-739527.3,proportional_data
1054,100,20,1,1,16,0.99,0.5,0.001,0.995,0.0005,-562708.6,proportional_data
1055,100,20,1,1,16,0.99,0.5,0.001,0.995,0.001,-904530.4999999999,proportional_data
1056,100,20,1,1,32,0.9,1,0.1,0.985,0.0005,-541573.3999999999,proportional_data
1057,100,20,1,1,32,0.9,1,0.1,0.985,0.001,-576593.0,proportional_data
1058,100,20,1,1,32,0.9,1,0.1,0.995,0.0005,-547425.0,proportional_data
1059,100,20,1,1,32,0.9,1,0.1,0.995,0.001,-766866.8999999999,proportional_data
1060,100,20,1,1,32,0.9,1,0.001,0.985,0.0005,-554011.0,proportional_data
1061,100,20,1,1,32,0.9,1,0.001,0.985,0.001,-569542.6,proportional_data
1062,100,20,1,1,32,0.9,1,0.001,0.995,0.0005,-543630.6,proportional_data
1063,100,20,1,1,32,0.9,1,0.001,0.995,0.001,-770273.3,proportional_data
1064,100,20,1,1,32,0.9,0.5,0.1,0.985,0.0005,-534393.7,proportional_data
1065,100,20,1,1,32,0.9,0.5,0.1,0.985,0.001,-581772.0,proportional_data
1066,100,20,1,1,32,0.9,0.5,0.1,0.995,0.0005,-546009.5,proportional_data
1067,100,20,1,1,32,0.9,0.5,0.1,0.995,0.001,-782788.6,proportional_data
1068,100,20,1,1,32,0.9,0.5,0.001,0.985,0.0005,-538133.5,proportional_data
1069,100,20,1,1,32,0.9,0.5,0.001,0.985,0.001,-581601.7,proportional_data
1070,100,20,1,1,32,0.9,0.5,0.001,0.995,0.0005,-547964.2,proportional_data
1071,100,20,1,1,32,0.9,0.5,0.001,0.995,0.001,-784228.8,proportional_data
1072,100,20,1,1,32,0.95,1,0.1,0.985,0.0005,-611650.8,proportional_data
1073,100,20,1,1,32,0.95,1,0.1,0.985,0.001,-571564.4,proportional_data
1074,100,20,1,1,32,0.95,1,0.1,0.995,0.0005,-582900.1000000001,proportional_data
1075,100,20,1,1,32,0.95,1,0.1,0.995,0.001,-673790.8,proportional_data
1076,100,20,1,1,32,0.95,1,0.001,0.985,0.0005,-637000.7,proportional_data
1077,100,20,1,1,32,0.95,1,0.001,0.985,0.001,-577202.8,proportional_data
1078,100,20,1,1,32,0.95,1,0.001,0.995,0.0005,-564547.2,proportional_data
1079,100,20,1,1,32,0.95,1,0.001,0.995,0.001,-693772.4,proportional_data
1080,100,20,1,1,32,0.95,0.5,0.1,0.985,0.0005,-534897.5,proportional_data
1081,100,20,1,1,32,0.95,0.5,0.1,0.985,0.001,-571160.8,proportional_data
1082,100,20,1,1,32,0.95,0.5,0.1,0.995,0.0005,-528944.5,proportional_data
1083,100,20,1,1,32,0.95,0.5,0.1,0.995,0.001,-1021717.3000000002,proportional_data
1084,100,20,1,1,32,0.95,0.5,0.001,0.985,0.0005,-635229.0,proportional_data
1085,100,20,1,1,32,0.95,0.5,0.001,0.985,0.001,-576951.8,proportional_data
1086,100,20,1,1,32,0.95,0.5,0.001,0.995,0.0005,-539096.8,proportional_data
1087,100,20,1,1,32,0.95,0.5,0.001,0.995,0.001,-720977.3,proportional_data
1088,100,20,1,1,32,0.99,1,0.1,0.985,0.0005,-574961.4,proportional_data
1089,100,20,1,1,32,0.99,1,0.1,0.985,0.001,-571900.0,proportional_data
1090,100,20,1,1,32,0.99,1,0.1,0.995,0.0005,-563825.4,proportional_data
1091,100,20,1,1,32,0.99,1,0.1,0.995,0.001,-716448.3999999999,proportional_data
1092,100,20,1,1,32,0.99,1,0.001,0.985,0.0005,-682901.0,proportional_data
1093,100,20,1,1,32,0.99,1,0.001,0.985,0.001,-542957.9,proportional_data
1094,100,20,1,1,32,0.99,1,0.001,0.995,0.0005,-631553.5,proportional_data
1095,100,20,1,1,32,0.99,1,0.001,0.995,0.001,-819899.2999999999,proportional_data
1096,100,20,1,1,32,0.99,0.5,0.1,0.985,0.0005,-546951.0,proportional_data
1097,100,20,1,1,32,0.99,0.5,0.1,0.985,0.001,-534665.1,proportional_data
1098,100,20,1,1,32,0.99,0.5,0.1,0.995,0.0005,-673462.8,proportional_data
1099,100,20,1,1,32,0.99,0.5,0.1,0.995,0.001,-977503.5,proportional_data
1100,100,20,1,1,32,0.99,0.5,0.001,0.985,0.0005,-540278.7,proportional_data
1101,100,20,1,1,32,0.99,0.5,0.001,0.985,0.001,-536261.3999999999,proportional_data
1102,100,20,1,1,32,0.99,0.5,0.001,0.995,0.0005,-540676.9,proportional_data
1103,100,20,1,1,32,0.99,0.5,0.001,0.995,0.001,-1028436.9,proportional_data
1104,100,20,1,1,64,0.9,1,0.1,0.985,0.0005,-534068.8,proportional_data
1105,100,20,1,1,64,0.9,1,0.1,0.985,0.001,-535043.8999999999,proportional_data
1106,100,20,1,1,64,0.9,1,0.1,0.995,0.0005,-533350.7,proportional_data
1107,100,20,1,1,64,0.9,1,0.1,0.995,0.001,-581485.0,proportional_data
1108,100,20,1,1,64,0.9,1,0.001,0.985,0.0005,-543833.4,proportional_data
1109,100,20,1,1,64,0.9,1,0.001,0.985,0.001,-574550.8,proportional_data
1110,100,20,1,1,64,0.9,1,0.001,0.995,0.0005,-541945.7,proportional_data
1111,100,20,1,1,64,0.9,1,0.001,0.995,0.001,-571916.6,proportional_data
1112,100,20,1,1,64,0.9,0.5,0.1,0.985,0.0005,-535892.8,proportional_data
1113,100,20,1,1,64,0.9,0.5,0.1,0.985,0.001,-534865.3,proportional_data
1114,100,20,1,1,64,0.9,0.5,0.1,0.995,0.0005,-579186.8,proportional_data
1115,100,20,1,1,64,0.9,0.5,0.1,0.995,0.001,-576843.3,proportional_data
1116,100,20,1,1,64,0.9,0.5,0.001,0.985,0.0005,-535979.7,proportional_data
1117,100,20,1,1,64,0.9,0.5,0.001,0.985,0.001,-537285.5,proportional_data
1118,100,20,1,1,64,0.9,0.5,0.001,0.995,0.0005,-553163.9,proportional_data
1119,100,20,1,1,64,0.9,0.5,0.001,0.995,0.001,-536840.0,proportional_data
1120,100,20,1,1,64,0.95,1,0.1,0.985,0.0005,-539796.0,proportional_data
1121,100,20,1,1,64,0.95,1,0.1,0.985,0.001,-534685.3,proportional_data
1122,100,20,1,1,64,0.95,1,0.1,0.995,0.0005,-539386.2,proportional_data
1123,100,20,1,1,64,0.95,1,0.1,0.995,0.001,-535037.2,proportional_data
1124,100,20,1,1,64,0.95,1,0.001,0.985,0.0005,-545955.2999999999,proportional_data
1125,100,20,1,1,64,0.95,1,0.001,0.985,0.001,-549891.5,proportional_data
1126,100,20,1,1,64,0.95,1,0.001,0.995,0.0005,-585837.7,proportional_data
1127,100,20,1,1,64,0.95,1,0.001,0.995,0.001,-535391.7,proportional_data
1128,100,20,1,1,64,0.95,0.5,0.1,0.985,0.0005,-540015.0,proportional_data
1129,100,20,1,1,64,0.95,0.5,0.1,0.985,0.001,-539469.6,proportional_data
1130,100,20,1,1,64,0.95,0.5,0.1,0.995,0.0005,-639960.5,proportional_data
1131,100,20,1,1,64,0.95,0.5,0.1,0.995,0.001,-699511.2,proportional_data
1132,100,20,1,1,64,0.95,0.5,0.001,0.985,0.0005,-530570.5,proportional_data
1133,100,20,1,1,64,0.95,0.5,0.001,0.985,0.001,-576926.6,proportional_data
1134,100,20,1,1,64,0.95,0.5,0.001,0.995,0.0005,-542492.9,proportional_data
1135,100,20,1,1,64,0.95,0.5,0.001,0.995,0.001,-829511.2000000001,proportional_data
1136,100,20,1,1,64,0.99,1,0.1,0.985,0.0005,-575461.4,proportional_data
1137,100,20,1,1,64,0.99,1,0.1,0.985,0.001,-581762.7,proportional_data
1138,100,20,1,1,64,0.99,1,0.1,0.995,0.0005,-588788.9,proportional_data
1139,100,20,1,1,64,0.99,1,0.1,0.995,0.001,-580423.3999999999,proportional_data
1140,100,20,1,1,64,0.99,1,0.001,0.985,0.0005,-581884.4,proportional_data
1141,100,20,1,1,64,0.99,1,0.001,0.985,0.001,-572221.0,proportional_data
1142,100,20,1,1,64,0.99,1,0.001,0.995,0.0005,-595739.9,proportional_data
1143,100,20,1,1,64,0.99,1,0.001,0.995,0.001,-533580.8,proportional_data
1144,100,20,1,1,64,0.99,0.5,0.1,0.985,0.0005,-578086.9,proportional_data
1145,100,20,1,1,64,0.99,0.5,0.1,0.985,0.001,-577309.4,proportional_data
1146,100,20,1,1,64,0.99,0.5,0.1,0.995,0.0005,-572584.4,proportional_data
1147,100,20,1,1,64,0.99,0.5,0.1,0.995,0.001,-536886.6,proportional_data
1148,100,20,1,1,64,0.99,0.5,0.001,0.985,0.0005,-519507.60000000003,proportional_data
1149,100,20,1,1,64,0.99,0.5,0.001,0.985,0.001,-534326.7,proportional_data
1150,100,20,1,1,64,0.99,0.5,0.001,0.995,0.0005,-552575.2000000001,proportional_data
1151,100,20,1,1,64,0.99,0.5,0.001,0.995,0.001,-538482.8,proportional_data
1152,100,50,1,1,16,0.9,1,0.1,0.985,0.0005,-3477482.1999999997,proportional_data
1153,100,50,1,1,16,0.9,1,0.1,0.985,0.001,-3774915.0,proportional_data
1154,100,50,1,1,16,0.9,1,0.1,0.995,0.0005,-2907614.6999999997,proportional_data
1155,100,50,1,1,16,0.9,1,0.1,0.995,0.001,-3532315.6999999997,proportional_data
1156,100,50,1,1,16,0.9,1,0.001,0.985,0.0005,-3815852.2,proportional_data
1157,100,50,1,1,16,0.9,1,0.001,0.985,0.001,-3538609.0,proportional_data
1158,100,50,1,1,16,0.9,1,0.001,0.995,0.0005,-3128009.1000000006,proportional_data
1159,100,50,1,1,16,0.9,1,0.001,0.995,0.001,-3558295.8000000003,proportional_data
1160,100,50,1,1,16,0.9,0.5,0.1,0.985,0.0005,-3421324.9999999995,proportional_data
1161,100,50,1,1,16,0.9,0.5,0.1,0.985,0.001,-3187990.8,proportional_data
1162,100,50,1,1,16,0.9,0.5,0.1,0.995,0.0005,-2967409.8000000003,proportional_data
1163,100,50,1,1,16,0.9,0.5,0.1,0.995,0.001,-3418893.0000000005,proportional_data
1164,100,50,1,1,16,0.9,0.5,0.001,0.985,0.0005,-3298586.0000000005,proportional_data
1165,100,50,1,1,16,0.9,0.5,0.001,0.985,0.001,-3441426.8000000003,proportional_data
1166,100,50,1,1,16,0.9,0.5,0.001,0.995,0.0005,-3330009.0,proportional_data
1167,100,50,1,1,16,0.9,0.5,0.001,0.995,0.001,-3307436.0000000005,proportional_data
1168,100,50,1,1,16,0.95,1,0.1,0.985,0.0005,-3414961.9000000004,proportional_data
1169,100,50,1,1,16,0.95,1,0.1,0.985,0.001,-2957022.6999999997,proportional_data
1170,100,50,1,1,16,0.95,1,0.1,0.995,0.0005,-3119617.7,proportional_data
1171,100,50,1,1,16,0.95,1,0.1,0.995,0.001,-3115726.9000000004,proportional_data
1172,100,50,1,1,16,0.95,1,0.001,0.985,0.0005,-3814644.3,proportional_data
1173,100,50,1,1,16,0.95,1,0.001,0.985,0.001,-3215121.3,proportional_data
1174,100,50,1,1,16,0.95,1,0.001,0.995,0.0005,-3023531.099999999,proportional_data
1175,100,50,1,1,16,0.95,1,0.001,0.995,0.001,-4160910.8,proportional_data
1176,100,50,1,1,16,0.95,0.5,0.1,0.985,0.0005,-3895636.0999999996,proportional_data
1177,100,50,1,1,16,0.95,0.5,0.1,0.985,0.001,-3276609.9000000004,proportional_data
1178,100,50,1,1,16,0.95,0.5,0.1,0.995,0.0005,-4013066.7000000007,proportional_data
1179,100,50,1,1,16,0.95,0.5,0.1,0.995,0.001,-3069797.8,proportional_data
1180,100,50,1,1,16,0.95,0.5,0.001,0.985,0.0005,-3164834.6,proportional_data
1181,100,50,1,1,16,0.95,0.5,0.001,0.985,0.001,-3121345.7,proportional_data
1182,100,50,1,1,16,0.95,0.5,0.001,0.995,0.0005,-3229545.4000000004,proportional_data
1183,100,50,1,1,16,0.95,0.5,0.001,0.995,0.001,-3391134.1999999997,proportional_data
1184,100,50,1,1,16,0.99,1,0.1,0.985,0.0005,-3482659.900000001,proportional_data
1185,100,50,1,1,16,0.99,1,0.1,0.985,0.001,-3943557.7000000007,proportional_data
1186,100,50,1,1,16,0.99,1,0.1,0.995,0.0005,-3895622.8,proportional_data
1187,100,50,1,1,16,0.99,1,0.1,0.995,0.001,-3516177.8,proportional_data
1188,100,50,1,1,16,0.99,1,0.001,0.985,0.0005,-3179510.2,proportional_data
1189,100,50,1,1,16,0.99,1,0.001,0.985,0.001,-3462207.6999999997,proportional_data
1190,100,50,1,1,16,0.99,1,0.001,0.995,0.0005,-3763281.1999999997,proportional_data
1191,100,50,1,1,16,0.99,1,0.001,0.995,0.001,-3454318.6000000006,proportional_data
1192,100,50,1,1,16,0.99,0.5,0.1,0.985,0.0005,-3171848.7,proportional_data
1193,100,50,1,1,16,0.99,0.5,0.1,0.985,0.001,-3610016.899999999,proportional_data
1194,100,50,1,1,16,0.99,0.5,0.1,0.995,0.0005,-3873310.4000000004,proportional_data
1195,100,50,1,1,16,0.99,0.5,0.1,0.995,0.001,-3327941.6,proportional_data
1196,100,50,1,1,16,0.99,0.5,0.001,0.985,0.0005,-2968242.2,proportional_data
1197,100,50,1,1,16,0.99,0.5,0.001,0.985,0.001,-3014298.7,proportional_data
1198,100,50,1,1,16,0.99,0.5,0.001,0.995,0.0005,-3659259.5,proportional_data
1199,100,50,1,1,16,0.99,0.5,0.001,0.995,0.001,-2760375.9000000004,proportional_data
1200,100,50,1,1,32,0.9,1,0.1,0.985,0.0005,-3367355.1000000006,proportional_data
1201,100,50,1,1,32,0.9,1,0.1,0.985,0.001,-3888601.8,proportional_data
1202,100,50,1,1,32,0.9,1,0.1,0.995,0.0005,-2984783.1,proportional_data
1203,100,50,1,1,32,0.9,1,0.1,0.995,0.001,-3292594.4000000004,proportional_data
1204,100,50,1,1,32,0.9,1,0.001,0.985,0.0005,-3240621.5,proportional_data
1205,100,50,1,1,32,0.9,1,0.001,0.985,0.001,-3420084.0000000005,proportional_data
1206,100,50,1,1,32,0.9,1,0.001,0.995,0.0005,-3575631.0000000005,proportional_data
1207,100,50,1,1,32,0.9,1,0.001,0.995,0.001,-3043980.6000000006,proportional_data
1208,100,50,1,1,32,0.9,0.5,0.1,0.985,0.0005,-2972477.9999999995,proportional_data
1209,100,50,1,1,32,0.9,0.5,0.1,0.985,0.001,-3562639.5,proportional_data
1210,100,50,1,1,32,0.9,0.5,0.1,0.995,0.0005,-3120807.2000000007,proportional_data
1211,100,50,1,1,32,0.9,0.5,0.1,0.995,0.001,-3178544.1999999997,proportional_data
1212,100,50,1,1,32,0.9,0.5,0.001,0.985,0.0005,-3437205.4999999995,proportional_data
1213,100,50,1,1,32,0.9,0.5,0.001,0.985,0.001,-3479803.8999999994,proportional_data
1214,100,50,1,1,32,0.9,0.5,0.001,0.995,0.0005,-3683369.0,proportional_data
1215,100,50,1,1,32,0.9,0.5,0.001,0.995,0.001,-3603870.3000000003,proportional_data
1216,100,50,1,1,32,0.95,1,0.1,0.985,0.0005,-3110537.9000000004,proportional_data
1217,100,50,1,1,32,0.95,1,0.1,0.985,0.001,-3358885.5999999996,proportional_data
1218,100,50,1,1,32,0.95,1,0.1,0.995,0.0005,-3381949.8,proportional_data
1219,100,50,1,1,32,0.95,1,0.1,0.995,0.001,-3086660.0,proportional_data
1220,100,50,1,1,32,0.95,1,0.001,0.985,0.0005,-3407739.7,proportional_data
1221,100,50,1,1,32,0.95,1,0.001,0.985,0.001,-2762077.4999999995,proportional_data
1222,100,50,1,1,32,0.95,1,0.001,0.995,0.0005,-3396689.0999999996,proportional_data
1223,100,50,1,1,32,0.95,1,0.001,0.995,0.001,-3769536.3,proportional_data
1224,100,50,1,1,32,0.95,0.5,0.1,0.985,0.0005,-2987061.1999999997,proportional_data
1225,100,50,1,1,32,0.95,0.5,0.1,0.985,0.001,-3474848.5,proportional_data
1226,100,50,1,1,32,0.95,0.5,0.1,0.995,0.0005,-3059130.900000001,proportional_data
1227,100,50,1,1,32,0.95,0.5,0.1,0.995,0.001,-3494793.3000000007,proportional_data
1228,100,50,1,1,32,0.95,0.5,0.001,0.985,0.0005,-3330622.7,proportional_data
1229,100,50,1,1,32,0.95,0.5,0.001,0.985,0.001,-3150305.8999999994,proportional_data
1230,100,50,1,1,32,0.95,0.5,0.001,0.995,0.0005,-3193981.2,proportional_data
1231,100,50,1,1,32,0.95,0.5,0.001,0.995,0.001,-3611428.0,proportional_data
1232,100,50,1,1,32,0.99,1,0.1,0.985,0.0005,-3531767.9,proportional_data
1233,100,50,1,1,32,0.99,1,0.1,0.985,0.001,-3771281.0000000005,proportional_data
1234,100,50,1,1,32,0.99,1,0.1,0.995,0.0005,-3273906.8999999994,proportional_data
1235,100,50,1,1,32,0.99,1,0.1,0.995,0.001,-2845266.6000000006,proportional_data
1236,100,50,1,1,32,0.99,1,0.001,0.985,0.0005,-3190262.1,proportional_data
1237,100,50,1,1,32,0.99,1,0.001,0.985,0.001,-3411824.3,proportional_data
1238,100,50,1,1,32,0.99,1,0.001,0.995,0.0005,-2817341.5,proportional_data
1239,100,50,1,1,32,0.99,1,0.001,0.995,0.001,-3353849.8,proportional_data
1240,100,50,1,1,32,0.99,0.5,0.1,0.985,0.0005,-2937768.5,proportional_data
1241,100,50,1,1,32,0.99,0.5,0.1,0.985,0.001,-3299608.5,proportional_data
1242,100,50,1,1,32,0.99,0.5,0.1,0.995,0.0005,-3765814.1000000006,proportional_data
1243,100,50,1,1,32,0.99,0.5,0.1,0.995,0.001,-3387810.5000000005,proportional_data
1244,100,50,1,1,32,0.99,0.5,0.001,0.985,0.0005,-3088618.0999999996,proportional_data
1245,100,50,1,1,32,0.99,0.5,0.001,0.985,0.001,-3301491.6999999997,proportional_data
1246,100,50,1,1,32,0.99,0.5,0.001,0.995,0.0005,-3115833.3999999994,proportional_data
1247,100,50,1,1,32,0.99,0.5,0.001,0.995,0.001,-3273136.9,proportional_data
1248,100,50,1,1,64,0.9,1,0.1,0.985,0.0005,-3122912.7,proportional_data
1249,100,50,1,1,64,0.9,1,0.1,0.985,0.001,-3308464.9999999995,proportional_data
1250,100,50,1,1,64,0.9,1,0.1,0.995,0.0005,-3277330.0,proportional_data
1251,100,50,1,1,64,0.9,1,0.1,0.995,0.001,-3739217.5,proportional_data
