,10,20,50
275,121412824.0,732126784.0,1.8422230736846193e+18
276,169315280.0,2032188928.0,2.085056951187669e+18
277,102319208.0,20001218.0,2.0828898137693225e+18
278,14776572.0,992409216.0,1.5097001085585326e+18
279,484957792.0,2335013632.0,1.4753446307980902e+18
280,84162328.0,1529835904.0,1.9526372682964664e+18
281,82076392.0,1550080768.0,8.460827187887473e+17
282,186348896.0,2347512064.0,2.1236657522412093e+18
283,622896640.0,1205678208.0,2.0161351643121582e+18
284,394620032.0,320434752.0,2.3997806097664573e+18
285,206964768.0,2790198528.0,2.54950248251025e+18
286,162238608.0,826654080.0,2.70414109637555e+18
287,241964416.0,504129152.0,2.958078254612742e+18
288,87159120.0,540916544.0,3.340369926375342e+18
289,237727328.0,1556939648.0,3.95478252153471e+17
290,126337880.0,1097154560.0,2.299139699136004e+18
291,431230976.0,2442885376.0,3.1416312755094815e+18
292,261030496.0,87868936.0,4.07765541983984e+18
293,143474432.0,1136969472.0,2.474911063926112e+18
294,180432400.0,620831936.0,2.210700893672702e+18
295,89621792.0,374661728.0,1.897557645619888e+18
296,88849856.0,2355222016.0,4.1177864947420365e+18
297,150752000.0,263963936.0,4.094693452023857e+18
298,272171200.0,1210311424.0,3.6470734722632253e+18
299,473506496.0,584741568.0,3.0508476240609935e+18
300,63874176.0,1168464384.0,3.1339926933534147e+18
301,85169128.0,152472000.0,2.0310255754092216e+18
302,185015648.0,1453291392.0,1.1168543621198643e+18
303,51894756.0,707378496.0,2.996036694538453e+18
304,213333728.0,1544769408.0,3.9627504074232955e+18
305,41782032.0,903049408.0,1.738151137019691e+18
306,69830544.0,1682880000.0,1.9133955608621875e+18
307,147812176.0,1955251840.0,2.780477989668782e+18
308,199701600.0,1768168960.0,2.370198799176958e+18
309,119533432.0,671946880.0,3.426794563975512e+18
310,18510938.0,266919936.0,1.9006196480642908e+18
311,70395320.0,1221223936.0,3.9058352875230986e+18
312,28597678.0,552695744.0,5.747508467954876e+18
313,180284352.0,1099682176.0,3.469301958383239e+18
314,56403208.0,647902400.0,3.4391423544333435e+18
315,73610224.0,569824832.0,5.889317980147286e+18
316,37777400.0,658388224.0,2.348054909871456e+18
317,34038792.0,917127744.0,3.9491541215121244e+18
318,12852611.0,481620672.0,2.77690100346572e+18
319,302410848.0,194183392.0,3.4793190590680924e+18
320,50232168.0,1001280640.0,3.313447284657619e+18
321,76609856.0,975998784.0,5.161984991059509e+18
322,130468968.0,391786400.0,4.852239371375477e+18
323,310966272.0,888136000.0,3.711057902174208e+18
324,507233984.0,250748880.0,5.276805890836529e+18
325,301539232.0,608454400.0,4.573909272798167e+18
326,103010968.0,720241536.0,3.3339663706551747e+18
327,194179920.0,871600256.0,5.799701185413775e+18
328,230301360.0,116570136.0,4.3965918572204524e+18
329,49964420.0,1013018752.0,3.6485597371060716e+18
330,110760672.0,466521568.0,4.769638835216712e+17
331,173797824.0,971356992.0,7.324373068929827e+18
332,43990872.0,177055664.0,3.551632839315292e+18
333,356282688.0,940573376.0,3.700262897012703e+18
334,274675680.0,651249280.0,1.2009606794528686e+18
335,344234080.0,714684096.0,1.7390387177812132e+18
336,170785792.0,469956160.0,1.8249817692884173e+18
337,341456160.0,566297984.0,4.0957907646283776e+18
338,70779952.0,829197632.0,2.6109148798459576e+18
339,123650304.0,1397300992.0,6.27613001908958e+18
340,236724592.0,211937472.0,3.2599799583442207e+18
341,149769792.0,772710528.0,2.3789781246468424e+18
342,152195600.0,65026804.0,5.653029083047526e+18
343,83749792.0,1139207424.0,3.7069968559770173e+18
344,184005936.0,1014042240.0,2.661175480496947e+18
345,262700384.0,591766528.0,8.310542090312352e+18
346,5652353.5,985949504.0,4.900360047520907e+18
347,343952640.0,383810496.0,2.285112129788838e+18
348,497770688.0,362387808.0,2.187524425509765e+18
349,44069784.0,323519264.0,3.7670266174407967e+18
350,71400480.0,82705008.0,1.0814315334467584e+17
351,165317232.0,1253492736.0,6.520024925313434e+17
352,19458932.0,947075776.0,1.1878144373948416e+17
353,126208104.0,425826048.0,4.0910304290359214e+18
354,50791384.0,637044480.0,5.894882058739646e+18
355,280591744.0,211848560.0,8.862829942040166e+17
356,325027712.0,325664416.0,5.624558878713709e+18
357,732570176.0,1004152960.0,2.55311025503889e+18
358,36484208.0,413291456.0,1.2164166518434693e+18
359,30549630.0,753059776.0,1.942953182195876e+17
360,29831106.0,481947328.0,7.700772595318129e+17
361,83711776.0,1147844608.0,7.349281405345464e+17
362,169346816.0,667693184.0,1.6690707455918735e+18
363,24881940.0,597812864.0,8.09227020306219e+17
364,135535248.0,223193152.0,2.3313687214083277e+17
365,31539932.0,1255804416.0,1.867935702855975e+18
366,46110880.0,609861696.0,2.0919950757173658e+17
367,233034368.0,439814208.0,1.5615990846141235e+17
368,177126288.0,728781120.0,1.068935102760747e+18
369,65387620.0,83258480.0,2.100785671181435e+17
370,185435920.0,1522444160.0,2.640744492868567e+17
371,640331264.0,472113024.0,7.759604713741353e+17
372,163171168.0,863174144.0,1.7376034084303667e+17
373,59972788.0,1057284928.0,1.5554639815298253e+17
374,538777152.0,353520544.0,1.873039704551588e+17
375,44107276.0,1015827200.0,2.609962462258135e+17
376,465735680.0,194063456.0,4.957440643921084e+18
377,266322304.0,938594048.0,2.6759281777626317e+17
378,31233838.0,162978128.0,1.0172548951593452e+18
379,162853456.0,1680127232.0,1.2022770422614327e+19
380,439527232.0,375091264.0,1.8707090834980864e+17
381,90257520.0,679456640.0,2.292508544508887e+17
382,198166336.0,779259968.0,2.8947086578601165e+17
383,30418372.0,259435520.0,3.208612012045107e+17
384,262129776.0,275175584.0,1.431757498792018e+17
385,43669548.0,640697856.0,3.3101921117641114e+17
386,251743744.0,942035072.0,3.1251700746131866e+17
387,50659468.0,866024128.0,2.959721062423593e+17
388,81150280.0,323022848.0,1.6835423801977078e+18
389,130804112.0,298387744.0,2.0184568174739456e+17
390,344185120.0,1325978368.0,3.704592773802885e+17
391,56446096.0,495596224.0,3.069927518057267e+17
392,154621504.0,333702272.0,1.5567931880085914e+17
393,50365292.0,247883136.0,2.6281712338075648e+17
394,272430432.0,1185337472.0,3.9365828553159475e+17
395,17355322.0,705084608.0,2.761105797378212e+17
396,74613840.0,837441728.0,2.8521757685265203e+17
397,319094016.0,189030560.0,4.15788877618348e+17
398,344238720.0,303626976.0,3.3937721753442714e+17
399,356007040.0,757749696.0,2.2054930224880026e+17
400,555754432.0,1340085376.0,4.502465412406968e+17
401,75499832.0,1208032896.0,3.70455497809068e+17
402,250183728.0,1498309248.0,3.010170435477176e+17
403,292551584.0,959529280.0,2.9599835708247245e+17
404,202606320.0,530585472.0,3.017621688339661e+17
405,32350866.0,1009967040.0,2.2449313019854848e+17
406,279054016.0,543117760.0,2.6676036721495245e+17
407,30986132.0,955420096.0,2.834730126766244e+17
408,388927040.0,335559968.0,2.7432002505198797e+17
409,99464416.0,336234496.0,4.577317071649505e+17
410,70945712.0,1440765952.0,2.2684095860902461e+18
411,189370432.0,619701568.0,2.471393073393828e+17
412,114595480.0,664266752.0,2.7753448165552947e+17
413,657556672.0,967280704.0,4.829494530245919e+17
414,407669312.0,759625792.0,3.073907062955049e+17
415,52584312.0,782240320.0,3.909367193749422e+17
416,90896304.0,357173376.0,4.6215583271747584e+17
417,42537016.0,540690176.0,1.579763353430419e+19
418,379618592.0,371478240.0,2.5190148117784166e+17
419,359893920.0,872655808.0,4.3569141247062835e+17
420,347659936.0,120598624.0,4.6998253444110746e+17
421,265809920.0,895316096.0,3.878754041253069e+17
422,110605336.0,1797972352.0,4.707084526336082e+17
423,28910786.0,687409856.0,3.4697274693831885e+17
424,361440192.0,958582336.0,8.545945330795938e+18
425,59980020.0,657256128.0,5.7559052320977715e+17
426,281418976.0,702046464.0,4.317895205815583e+17
427,147767712.0,367014080.0,2.7432109020387738e+17
428,59486156.0,364912800.0,4.69555236734763e+17
429,41870372.0,125325768.0,3.025778690228224e+17
430,149387344.0,917089408.0,2.8444035957076787e+17
431,9180826.0,1315008256.0,3.9430747842831974e+17
432,131049040.0,380258176.0,3.80593579132715e+17
433,78871936.0,492016640.0,5.651642324006994e+17
434,150690608.0,415577856.0,8.010311919133e+17
435,173014176.0,1810134400.0,5.067608204330926e+17
436,76432488.0,614404096.0,4.442906241919877e+17
437,236948224.0,867641216.0,5.734757156729651e+17
438,160743472.0,161490320.0,5.713618702088274e+17
439,53215608.0,283616960.0,4.458137570341028e+17
440,77957080.0,69393376.0,4.833874022498304e+17
441,24980496.0,910650368.0,4.798065677560709e+17
442,78970176.0,118191576.0,6.278212081795727e+17
443,175010832.0,683402112.0,3.947866593395999e+17
444,374109760.0,1271710976.0,4.769433363981271e+17
445,66475600.0,248937776.0,6.41116021746303e+17
446,191214432.0,381483552.0,6.471011445726249e+17
447,147497616.0,1022204480.0,6.072747718302761e+17
448,19464706.0,585192704.0,6.481185364257014e+17
449,54680204.0,93774504.0,6.208107907603497e+17
450,270545920.0,349749824.0,6.237907421495296e+17
451,124290624.0,489909664.0,2.6466784196847206e+19
452,336566400.0,333743968.0,4.320524412995502e+17
453,75924016.0,643672832.0,5.0681586473395814e+17
454,81880440.0,954108288.0,5.738285558262661e+17
455,85122888.0,186139280.0,6.596877352121139e+17
456,108732584.0,1061187840.0,8.316843391451136e+17
457,9981922.0,905553600.0,6.849553370521272e+17
458,255284064.0,339157152.0,6.579304407530209e+17
459,36391820.0,409066976.0,8.67267902674305e+17
460,14976194.0,919527424.0,4.0520800234635264e+17
461,136872800.0,1125968128.0,9.462177166314701e+17
462,115455272.0,1150380160.0,4.836515599184036e+17
463,36952052.0,353420896.0,6.655112985486295e+17
464,162557056.0,760050496.0,7.456169053850173e+17
465,32156972.0,912205824.0,6.00613449352872e+17
466,228265312.0,844736384.0,5.664649890160968e+17
467,157377456.0,1103234816.0,6.551380935353303e+17
468,120825136.0,1039671168.0,9.859699410584207e+17
469,252455168.0,41151132.0,4.3896139441137254e+17
470,35491892.0,542947712.0,4.3306794336701645e+17
471,517759360.0,2519566336.0,4.61908236442796e+17
472,124347320.0,128180784.0,6.484415179663606e+17
473,152993712.0,374084256.0,7.89658118513492e+17
474,218983584.0,787756288.0,4.734666806310994e+17
475,197952592.0,735263360.0,7.093500640986399e+17
476,31144816.0,1721026944.0,5.4885645735694434e+19
477,12620273.0,1092991360.0,6.473212530566103e+17
478,108526944.0,1609604096.0,6.434317993928294e+17
479,65310672.0,1183696256.0,8.540414649869271e+17
480,15468054.0,266832192.0,6.730168397977354e+17
481,99474864.0,443493600.0,6.25509416262697e+17
482,250595072.0,395969088.0,2.296976107642657e+19
483,201173152.0,245173424.0,6.875452366913536e+17
484,121972536.0,751517952.0,5.106915057829151e+17
485,90129328.0,683124800.0,8.81327014261293e+17
486,323229920.0,220507568.0,6.44167784988672e+17
487,46570616.0,907336448.0,6.434104963550413e+17
488,60275208.0,1019889920.0,6.095546779099464e+17
489,217860208.0,498554976.0,1.415599093090091e+18
490,37252740.0,1500144896.0,6.100104254796595e+17
491,89173200.0,111600752.0,6.532806060791562e+17
492,54736736.0,554710720.0,1.0917371872144261e+18
493,139626480.0,228210352.0,7.522745857301545e+17
494,222481312.0,147144432.0,1.0135442495740314e+18
495,78835568.0,553259200.0,1.3398518129072538e+18
496,45651640.0,148790336.0,8.020171789655081e+17
497,124989576.0,537587712.0,1.2004143596128174e+18
498,93275576.0,1355009280.0,8.624608378376684e+17
499,56648724.0,562111808.0,1.1214218708605993e+18
500,82529008.0,140654640.0,8.516228142837268e+17
501,166491520.0,192351264.0,1.0782274191244657e+18
502,191875808.0,409079840.0,1.2903424535759421e+18
503,217589360.0,718437952.0,1.3099834420997652e+18
504,88958800.0,605936256.0,1.2019040604295004e+18
505,202668672.0,308069952.0,8.071015956102513e+17
506,13367288.0,1645902848.0,9.522772626510971e+17
507,12369720.0,856327744.0,5.9453162173010805e+19
508,147406592.0,891587584.0,1.1394265112043848e+18
509,25103348.0,1340378112.0,1.065374952829485e+18
510,483676192.0,384750176.0,1.0644813247540101e+18
511,118918936.0,31652406.0,1.0264002892818022e+18
512,199568768.0,88848664.0,1.1484491036219146e+18
513,110081112.0,116698480.0,1.001667599848702e+18
514,152280768.0,83545768.0,1.6590845686715515e+18
515,140117456.0,809955264.0,1.3411306823693107e+18
516,15167376.0,469510080.0,7.39211494238978e+17
517,158488144.0,735898944.0,1.1582700789201633e+18
518,150511040.0,658443776.0,1.3470448179761644e+18
519,114640288.0,365884800.0,1.2877866332996187e+20
520,142689424.0,912272768.0,1.8511482218841375e+18
521,102354360.0,201835440.0,1.34330070600568e+18
522,20733460.0,572522816.0,8.135017840760586e+17
523,21882628.0,476948992.0,6.5245556553902195e+19
524,86767000.0,1086541184.0,9.868987535059845e+17
525,8506839.0,1211466496.0,1.0601391719165041e+20
526,142442480.0,1745113600.0,1.9764069229825884e+18
527,5205447.0,779273152.0,1.6198153734465782e+18
528,152357568.0,124121728.0,1.572946628728324e+18
529,15285690.0,1241020160.0,1.2133092945444209e+18
530,23073440.0,1257721344.0,1.6395109252349297e+18
531,228504544.0,463960544.0,2.1151061916579267e+18
532,226174944.0,440237760.0,1.0134197986016625e+18
533,154004784.0,540015616.0,1.1796122868100628e+18
534,23107810.0,175125024.0,1.270723592723628e+18
535,217252448.0,1395542016.0,2.1003852427904942e+18
536,37294480.0,846112576.0,2.0297659474006508e+18
537,183190384.0,529240480.0,1.8605796951882465e+18
538,227812912.0,281982848.0,1.600292307544834e+18
539,16459003.0,666158976.0,1.9118548701937664e+18
540,105491464.0,874645504.0,2.2374870585096274e+18
541,31191674.0,1535052544.0,1.5771128157249208e+18
542,44379456.0,463992000.0,1.6895485999033876e+18
543,34093068.0,753823680.0,8.807606970535117e+17
544,422475840.0,138024896.0,5.193507549623196e+19
545,230134400.0,1407468032.0,2.035414138632536e+18
546,94487976.0,171569104.0,6.870413854879252e+17
547,325566752.0,34417056.0,1.9161652306525553e+18
548,250077728.0,380180064.0,1.4514364376468685e+18
549,54445040.0,262662416.0,1.7762404188291072e+18
550,104341760.0,71518120.0,1.76786475156557e+18
551,43710332.0,807513152.0,1.000068805488311e+20
552,23834218.0,570163136.0,2.1841841091845816e+18
